hHostNameFinal,hOrder,hFamily,hGenus,hSpecies,hMarOTerr,hWildDomFAO,hAllZACites,hDiseaseZACites,hHuntedIUCN,hArtfclHbttUsrIUCN,IUCN_Species_ID,Authority,Synonyms,Common_names_Eng,Common_names_Fre,Common.names_Spa,RedList_status,RedList_criteria,RedList_criteria_version,Year_assessed,Population_trend,,,,,,,,,,,,,,
Cynomops_planirostris,CHIROPTERA,MOLOSSIDAE,Cynomops,planirostris,Terrestrial,wild,9,2,0,0,13642,"(Peters, 1865)",Molossops planirostris,Southern Dog-faced Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Cynomys_ludovicianus,RODENTIA,SCIURIDAE,Cynomys,ludovicianus,Terrestrial,wild,595,99,0,1,6091,"(Ord, 1815)",Cynomys ludovicianus subspecies arizonensis|Cynomys ludovicianus subspecies arizonensis,"Arizona Black-tailed Prairie Dog, Black-tailed Prairie Dog",NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Cynopterus_brachyotis,CHIROPTERA,PTEROPODIDAE,Cynopterus,brachyotis,Terrestrial,wild,111,17,0,1,6103,"(M_ller, 1838)",Cynopterus brachysoma  |Cynopterus marginatus variety andamanensis|Cynopterus marginatus variety ceylonensis|Pachysoma brachyotis,"Common Short-nosed Fruit Bat, Lesser Dog-faced Fruit Bat, Lesser Short-nosed Fruit Bat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Cynopterus_sphinx,CHIROPTERA,PTEROPODIDAE,Cynopterus,sphinx,Terrestrial,wild,195,9,0,1,6106,"(Vahl, 1797)",Cynopterus angulatus  |Cynopterus brachyotis subspecies angulatus|Cynopterus brachyotis variety scherzeri|Cynopterus marginatus variety ellitoi|Cynopterus sphnx subspecies gangeticus|Pachysoma brevicaudatum  |Pteropus marginatus  |Pteropus pusillus  |Vespertilio fibulatus  |Vespertilio sphinx,"Greater Short-nosed Fruit Bat, Greater Shortnosed Fruit Bat, Short-nosed Fruit Bat, Short-nosed Indian Fruit Bat",NA,NA,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Cystophora_cristata,CARNIVORA,PHOCIDAE,Cystophora,cristata,Marine,wild,331,23,1,0,6204,"(Erxleben, 1777)",NA,Hooded Seal,PHOQUE è CAPUCHON,FOCA DE CASCO,VU,A2b,3.1,2008,decreasing,,,,,,,,,,,,,,
Dama_dama,CETARTIODACTYLA,CERVIDAE,Dama,dama,Terrestrial,domestic,1353,301,1,1,42188,"(Linnaeus, 1758)",NA,"Fallow Deer, FALLOW DEER, Mesopotamian Fallow Deer, Persian Fallow Deer","Daim Europ_en, DAIM EUROP_EN","Gamo, GAMO",LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Damaliscus_lunatus,CETARTIODACTYLA,BOVIDAE,Damaliscus,lunatus,Terrestrial,wild,102,16,1,0,6235,"(Burchell, 1824)",NA,"Tiang, Topi, Tsessebe","Damalisque, Hirola, Korrigum, Sassaby, Topi",NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Damaliscus_pygargus,CETARTIODACTYLA,BOVIDAE,Damaliscus,pygargus,Terrestrial,wild,19,6,1,0,30208,"(Pallas, 1767)",Damaliscus dorcas subspecies dorcas,"Blesbok/bontebok, Bontebok",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Dasymys_incomtus,RODENTIA,MURIDAE,Dasymys,incomtus,Terrestrial,wild,38,5,0,0,6269,"(Sundevall, 1847)",Dasymys alleni  |Dasymys cabrali  |Dasymys rwandae  |Dasymys sua,"African Marsh Rat, Common Dasymys",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Dasyprocta_leporina,RODENTIA,DASYPROCTIDAE,Dasyprocta,leporina,Terrestrial,wild,44,11,0,1,6284,"(Linnaeus, 1758)",NA,"Brazilian Agouti, Red-rumped Agouti",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Dasyprocta_punctata,RODENTIA,DASYPROCTIDAE,Dasyprocta,punctata,Terrestrial,wild,60,6,1,1,6277,"Gray, 1842",NA,Central American Agouti,Agouti Ponctu_,Agoutê Rojizo,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Dasypus_novemcinctus,CINGULATA,DASYPODIDAE,Dasypus,novemcinctus,Terrestrial,wild,546,152,0,1,6290,"Linnaeus, 1758",NA,"Common Long-nosed Armadillo, Nine-banded Armadillo",NA,"Cachicamo, Tat_",LC,NA,3.1,2010,increasing,,,,,,,,,,,,,,
Delphinus_delphis,CETARTIODACTYLA,DELPHINIDAE,Delphinus,delphis,Marine,wild,1020,96,0,0,6336,"Linnaeus, 1758",NA,"Atlantic Dolphin, Pacific Dolphin, Saddle-backed Dolphin, Short-beaked Common Dolphin, Short-beaked Saddleback Dolphin",Dauphin commun,"Delfên Com_n, Delfên Com_n",LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Desmodillus_auricularis,RODENTIA,MURIDAE,Desmodillus,auricularis,Terrestrial,wild,44,3,0,0,6509,"(Smith, 1834)",NA,Cape Short-eared Gerbil,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Desmodus_rotundus,CHIROPTERA,PHYLLOSTOMIDAE,Desmodus,rotundus,Terrestrial,wild,434,120,0,1,6510,"(_. Geoffroy, 1810)",NA,"Common Vampire Bat, Vampire Bat",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Diaemus_youngi,CHIROPTERA,PHYLLOSTOMIDAE,Diaemus,youngi,Terrestrial,wild,55,9,1,1,6520,"(Jentink, 1893)",NA,White-winged Vampire Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Diceros_bicornis,PERISSODACTYLA,RHINOCEROTIDAE,Diceros,bicornis,Terrestrial,wild,849,142,1,0,6557,"(Linnaeus, 1758)",NA,"Black Rhinoceros, Hook-lipped Rhinoceros",Rhinoc_ros Noir,Rinoceronte Negro,CR,A2abcd,3.1,2012,increasing,,,,,,,,,,,,,,
Diclidurus_albus,CHIROPTERA,EMBALLONURIDAE,Diclidurus,albus,Terrestrial,wild,9,1,0,1,6561,"Wied-Neuwied, 1820",NA,Northern Ghost Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Didelphis_marsupialis,DIDELPHIMORPHIA,DIDELPHIDAE,Didelphis,marsupialis,Terrestrial,wild,742,268,0,1,40501,"Linnaeus, 1758",NA,"Black-eared Opossum, Common Opossum, Southern Opossum",Sarigue Australe,Comadreja Grande,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Didelphis_virginiana,DIDELPHIMORPHIA,DIDELPHIDAE,Didelphis,virginiana,Terrestrial,wild,1115,243,0,1,40502,"Kerr, 1792",NA,Virginia Opossum,Sarigue De Virginie,NA,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Diphylla_ecaudata,CHIROPTERA,PHYLLOSTOMIDAE,Diphylla,ecaudata,Terrestrial,wild,51,8,0,0,6628,"Spix, 1823",NA,Hairy-legged Vampire Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Diplomys_labilis,RODENTIA,ECHIMYIDAE,Diplomys,labilis,Terrestrial,wild,3,1,0,1,6663,"(Bangs, 1901)",NA,Rufous Tree Rat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Dipodomys_heermanni,RODENTIA,HETEROMYIDAE,Dipodomys,heermanni,Terrestrial,wild,42,3,0,0,42600,"Le Conte, 1853",NA,"Heermann's Kangaroo Rat, Morro Bay Kangaroo-rat, Morro Bay Kangaroo Rat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Dipodomys_merriami,RODENTIA,HETEROMYIDAE,Dipodomys,merriami,Terrestrial,wild,387,30,0,0,6689,"Mearns, 1890",NA,Merriam's Kangaroo Rat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Dipodomys_nitratoides,RODENTIA,HETEROMYIDAE,Dipodomys,nitratoides,Terrestrial,wild,30,3,1,0,6683,"Merriam, 1894",NA,"Fresno Kangaroo Rat, San Joaquin Kangaroo Rat",NA,NA,VU,"B1ab(i,ii,iii,v)",3.1,2008,decreasing,,,,,,,,,,,,,,
Dobsonia_anderseni,CHIROPTERA,PTEROPODIDAE,Dobsonia,anderseni,Terrestrial,wild,2,0,0,1,136374,"Thomas, 1914",NA,Andersen's Bare-backed Fruit Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Dobsonia_moluccensis,CHIROPTERA,PTEROPODIDAE,Dobsonia,moluccensis,Terrestrial,wild,16,8,0,1,6779,"(Quoy & Gaimard, 1830)",Dobsonia magma,Moluccan Naked-backed Fruit Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Dorcopsis_muelleri,DIPROTODONTIA,MACROPODIDAE,Dorcopsis,muelleri,Terrestrial,wild,13,7,0,0,6800,"(Lesson, 1827)",NA,Brown Dorcopsis,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Eidolon_dupreanum,CHIROPTERA,PTEROPODIDAE,Eidolon,dupreanum,Terrestrial,wild,9,2,1,1,7083,"(Pollen in Schlegel & Pollen, 1866)",NA,Madagascan Fruit Bat,NA,NA,VU,A2ad,3.1,2008,decreasing,,,,,,,,,,,,,,
Eidolon_helvum,CHIROPTERA,PTEROPODIDAE,Eidolon,helvum,Terrestrial,wild,168,35,1,1,7084,"(Kerr, 1792)",Eidolon helvum subspecies sabaeum,Straw-coloured Fruit Bat,NA,NA,NT,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Elephas_maximus,PROBOSCIDEA,ELEPHANTIDAE,Elephas,maximus,Terrestrial,domestic,1892,346,1,1,7140,"Linnaeus, 1758",NA,"Asian Elephant, Indian Elephant","El_phant D'Asie, El_phant D'Inde",Elefante Asi_tico,EN,A2c,3.1,2008,decreasing,,,,,,,,,,,,,,
Eonycteris_spelaea,CHIROPTERA,PTEROPODIDAE,Eonycteris,spelaea,Terrestrial,wild,82,23,0,1,7787,"(Dobson, 1871)",Eonycteris bernsteini  |Eonycteris spelaea subspecies glandifera|Eonycteris spelaea subspecies rosenbergii|Eonycteris spelaea subspecies winnyae|Macroglossus spelaeus,"Common Dawn Bat, Common Nectar Bat, Dawn Bat, Lesser Dawn Bat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Epomophorus_gambianus,CHIROPTERA,PTEROPODIDAE,Epomophorus,gambianus,Terrestrial,wild,36,6,0,0,7903,"(Ogilby, 1835)",Epomophorus gambianus subspecies pousarguesi,Gambian Epauletted Fruit Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Epomophorus_labiatus,CHIROPTERA,PTEROPODIDAE,Epomophorus,labiatus,Terrestrial,wild,19,2,0,0,7904,"(Temminck, 1837)",Epomophorus minor,Ethiopian Epauletted Fruit Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Epomophorus_wahlbergi,CHIROPTERA,PTEROPODIDAE,Epomophorus,wahlbergi,Terrestrial,wild,54,6,0,1,7906,"(Sundevall, 1846)",NA,Wahlberg's Epauletted Fruit Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Epomops_dobsonii,CHIROPTERA,PTEROPODIDAE,Epomops,dobsonii,Terrestrial,wild,5,1,0,0,7908,"(Bocage, 1899)",Epomops dobsoni,Dobson's Fruit Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Epomops_franqueti,CHIROPTERA,PTEROPODIDAE,Epomops,franqueti,Terrestrial,wild,24,6,0,1,7909,"(Tomes, 1860)",NA,Franquet's Epauletted Fruit Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Eptesicus_brasiliensis,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,brasiliensis,Terrestrial,wild,89,22,0,0,7916,"(Desmarest, 1819)",NA,Brazilian Brown Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Eptesicus_diminutus,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,diminutus,Terrestrial,wild,11,2,0,1,7922,"Osgood, 1915",NA,Diminutive Serotine,NA,NA,DD,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Eptesicus_furinalis,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,furinalis,Terrestrial,wild,35,13,0,1,7927,"(d'Orbigny, 1847)",NA,"Argentine Brown Bat, Argentinian Brown Bat",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Eptesicus_fuscus,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,fuscus,Terrestrial,wild,908,116,0,1,7928,"(Beauvois, 1796)",NA,Big Brown Bat,NA,NA,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
Eptesicus_serotinus,CHIROPTERA,VESPERTILIONIDAE,Eptesicus,serotinus,Terrestrial,wild,460,72,0,1,7911,"Schreber, 1774",Eptesicus isabellinus  |Eptesicus isabellinus  |Eptesicus isabellinus,Serotine,"Grande S_rotine, GRANDE S_ROTINE, S_rotine Commune, S_ROTINE COMMUNE","Murci_lago Hortelano, MURCI_LAGO HORTELANO",LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Equus_asinus,PERISSODACTYLA,EQUIDAE,Equus,asinus,Terrestrial,domestic,470,127,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
Equus_caballus,PERISSODACTYLA,EQUIDAE,Equus,caballus,Terrestrial,domestic,2067,771,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
Equus_hemionus,PERISSODACTYLA,EQUIDAE,Equus,hemionus,Terrestrial,wild,326,24,1,0,7951,"Pallas, 1775",Equus bahram  |Equus bahram  |Equus bedfordi  |Equus bedfordi  |Equus blanfordi  |Equus blanfordi  |Equus castaneus  |Equus castaneus  |Equus dzigguetai  |Equus dzigguetai  |Equus ferus  |Equus ferus  |Equus finschi  |Equus finschi  |Equus hamar  |Equus hamar  |Equus hemionos  |Equus hemionos  |Equus hemippus.  |Equus hemippus.  |Equus indicus  |Equus indicus  |Equus indicus  |Equus indicus  |Equus khur  |Equus khur  |Equus kulan  |Equus kulan  |Equus luteus  |Equus luteus  |Equus onager  |Equus onager  |Equus onager  |Equus onager  |Equus syriacus  |Equus syriacus  |Equus typicus  |Equus typicus,"Asian Wild Ass, Asiatic Wild Ass, Kulan","Ane Sauvage D'Asie, H_mione, H_mippe, Onagre, Turkmene","Asno Salvaje Asi_tico, Hemiono",EN,A2abc+3bd,3.1,2008,decreasing,,,,,,,,,,,,,,
Equus_quagga,PERISSODACTYLA,EQUIDAE,Equus,quagga,Terrestrial,wild,191,13,0,0,41013,"Boddaert, 1785",Equus burchelli  |Equus burchellii  |Equus burchellii,"Burchell's Zebra, Common Zebra, Painted Zebra, Plains Zebra",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Erethizon_dorsatum,RODENTIA,ERETHIZONTIDAE,Erethizon,dorsatum,Terrestrial,wild,269,43,0,0,8004,"(Linnaeus, 1758)",NA,North American Porcupine,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Erinaceus_europaeus,EULIPOTYPHLA,ERINACEIDAE,Erinaceus,europaeus,Terrestrial,wild,1473,192,0,1,29650,"Linnaeus, 1758",NA,"Northern Hedgehog, Western European Hedgehog, Western Hedgehog",H_risson d'Europe occidentale,Erizo Europeo Occidental,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Erythrocebus_patas,PRIMATES,CERCOPITHECIDAE,Erythrocebus,patas,Terrestrial,wild,395,116,1,1,8073,"(Schreber, 1774)",NA,Patas Monkey,Patas,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Eschrichtius_robustus,CETARTIODACTYLA,ESCHRICHTIIDAE,Eschrichtius,robustus,Marine,wild,25,455,1,0,8097,"(Lilljeborg, 1861)",NA,"Devil Fish, Gray Back, Gray Whale, Grey Whale, Hard Head, Mussel Digger, Rip Sack","Baleine _ six bosses, Baleine Grise",Ballena Gris,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Euderma_maculatum,CHIROPTERA,VESPERTILIONIDAE,Euderma,maculatum,Terrestrial,wild,72,7,0,0,8166,"(J.A. Allen, 1891)",NA,Spotted Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Eudorcas_thomsonii,CETARTIODACTYLA,BOVIDAE,Eudorcas,thomsonii,Terrestrial,wild,2,1,0,0,8982,"(G_nther, 1884)",Gazella thomsonii,Thomson's Gazelle,NA,NA,NT,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Eulemur_albifrons,PRIMATES,LEMURIDAE,Eulemur,albifrons,Terrestrial,wild,15,2,1,0,8204,"(E. Geoffroy, 1796)",Eulemur fulvus subspecies albifrons,"White-fronted Brown Lemur, White-fronted Lemur",NA,NA,VU,A2cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Eulemur_macaco,PRIMATES,LEMURIDAE,Eulemur,macaco,Terrestrial,wild,100,15,1,1,8212,"(Linnaeus, 1766)",Eulemur macaco subspecies macaco,Black Lemur,NA,NA,VU,"B1ab(i,ii,iii,v)",3.1,2011,decreasing,,,,,,,,,,,,,,
Eumetopias_jubatus,CARNIVORA,OTARIIDAE,Eumetopias,jubatus,Marine,wild,582,48,1,0,8239,"(Schreber, 1776)",NA,"Northern Sealion, Northern Sea Lion, Steller Sea Lion, Steller's Sealion, Steller's Sea Lion",NA,NA,NT,NA,3.1,2012,increasing,,,,,,,,,,,,,,
Eumops_auripendulus,CHIROPTERA,MOLOSSIDAE,Eumops,auripendulus,Terrestrial,wild,22,5,1,1,8241,"(Shaw, 1800)",NA,Black Bonneted Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Eumops_glaucinus,CHIROPTERA,MOLOSSIDAE,Eumops,glaucinus,Terrestrial,wild,37,2,0,1,8244,"(Wagner, 1843)",NA,Wagner's Bonneted Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Eumops_patagonicus,CHIROPTERA,MOLOSSIDAE,Eumops,patagonicus,Terrestrial,wild,8,2,0,1,136825,"Thomas, 1924",NA,Patagonian Dwarf Bonneted Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Eumops_perotis,CHIROPTERA,MOLOSSIDAE,Eumops,perotis,Terrestrial,wild,57,8,0,1,8247,"(Schinz, 1821)",NA,"Greater Bonneted Bat, Western Bonneted Bat",NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Felis_catus,CARNIVORA,FELIDAE,Felis,catus,Terrestrial,domestic,2495,1016,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
Felis_concolor,CARNIVORA,FELIDAE,Felis,concolor,Terrestrial,wild,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
Felis_nigripes,CARNIVORA,FELIDAE,Felis,nigripes,Terrestrial,wild,50,7,1,0,8542,"Burchell, 1824",NA,"Black-footed Cat, Small-spotted Cat",Chat è Pieds Noirs,"Gato De Pies Negros, Gato Patinegro",VU,C2a(i),3.1,2008,decreasing,,,,,,,,,,,,,,
Felis_silvestris,CARNIVORA,FELIDAE,Felis,silvestris,Terrestrial,wild,650,76,1,0,8543,"Schreber, 1777",NA,"Wildcat, Wild Cat","Chat Orn_, Chat Sauvage","Gato Mont_s, Gato Silvestre",LC,NA,3.1,2010,decreasing,,,,,,,,,,,,,,
Funambulus_tristriatus,RODENTIA,SCIURIDAE,Funambulus,tristriatus,Terrestrial,wild,29,10,1,1,8704,"(Waterhouse, 1837)",Funambulus thomasi  |Funambulus tristriatus  |Funambulus tristriatus subspecies annandalei|Funambulus wroughtoni  |Sciurus dussmieri  |Sciurus tristriatus,"Jungle Palm Squirrel, Jungle Striped Squirrel, Western Ghats Squirrel, Western Ghats Striped Squirrel",NA,NA,LC,NA,3.1,2008,decreasing,,,,,,,,,,,,,,
Funisciurus_anerythrus,RODENTIA,SCIURIDAE,Funisciurus,anerythrus,Terrestrial,wild,15,3,0,0,8756,"(Thomas, 1890)",NA,"Redness Tree Squirrel, Thomas's Rope Squirrel",Funisciure è Dos Ray_ Du Niger,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Funisciurus_congicus,RODENTIA,SCIURIDAE,Funisciurus,congicus,Terrestrial,wild,15,1,0,0,8758,"(Kuhl, 1820)",NA,Congo Rope Squirrel,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Galago_senegalensis,PRIMATES,GALAGIDAE,Galago,senegalensis,Terrestrial,wild,341,25,0,0,8789,"_. Geoffroy, 1796",NA,"Lesser Bushbaby, Lesser Galago, Northern Lesser Galago, Senegal Galago, Senegal Lesser Galago",Galago Du S_n_gal,G_lago De Senegal,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Galictis_cuja,CARNIVORA,MUSTELIDAE,Galictis,cuja,Terrestrial,wild,35,8,1,1,41639,"(Molina, 1782)",NA,Lesser Grison,NA,Hur_n Menor,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Gazella_dorcas,CETARTIODACTYLA,BOVIDAE,Gazella,dorcas,Terrestrial,wild,187,31,1,0,8969,"(Linnaeus, 1758)",NA,Dorcas Gazelle,Gazelle Dorcas,Gacela Dorcas,VU,A2cd,3.1,2008,decreasing,,,,,,,,,,,,,,
Gazella_gazella,CETARTIODACTYLA,BOVIDAE,Gazella,gazella,Terrestrial,wild,232,39,1,1,8970,"(Pallas, 1766)",NA,"Idmi, Mountain Gazelle","Gazelle D'Arabie, Gazelle Edmi",Gacela Idmi,VU,A2ad,3.1,2008,decreasing,,,,,,,,,,,,,,
Gazella_subgutturosa,CETARTIODACTYLA,BOVIDAE,Gazella,subgutturosa,Terrestrial,wild,230,33,1,0,8976,"(G_ldenst_dt, 1780)",NA,Goitered Gazelle,Gazella è Go”tre,Gacela De Bocio,VU,A2ad,3.1,2008,decreasing,,,,,,,,,,,,,,
Genetta_genetta,CARNIVORA,VIVERRIDAE,Genetta,genetta,Terrestrial,wild,250,44,0,0,41698,"(Linnaeus, 1758)",NA,"Common Genet, Ibiza Common Genet, Ibiza Genet",Genette Commune,"Gineta, Gineta",LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Genetta_maculata,CARNIVORA,VIVERRIDAE,Genetta,maculata,Terrestrial,wild,24,2,0,1,41699,"(Gray, 1830)",NA,"Central African Large-spotted Genet, Panther Genet, Rusty-spotted Genet",NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Gerbilliscus_brantsii,RODENTIA,MURIDAE,Gerbilliscus,brantsii,Terrestrial,wild,1,1,0,1,21511,"(Smith, 1836)",Tatera brantsii,Highveld Gerbil,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Gerbilliscus_kempi,RODENTIA,MURIDAE,Gerbilliscus,kempi,Terrestrial,wild,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,
Gerbilliscus_leucogaster,RODENTIA,MURIDAE,Gerbilliscus,leucogaster,Terrestrial,wild,3,1,0,0,21516,"(Peters, 1852)",Tatera leucogaster,Bushveld Gerbil,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Gerbilliscus_validus,RODENTIA,MURIDAE,Gerbilliscus,validus,Terrestrial,wild,0,0,0,1,21520,"(Bocage, 1890)",Tatera valida,Savanna Gerbil,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Giraffa_camelopardalis,CETARTIODACTYLA,GIRAFFIDAE,Giraffa,camelopardalis,Terrestrial,wild,712,108,1,0,9194,"(Linnaeus, 1758)",NA,Giraffe,NA,NA,LC,NA,3.1,2010,decreasing,,,,,,,,,,,,,,
Glaucomys_volans,RODENTIA,SCIURIDAE,Glaucomys,volans,Terrestrial,wild,284,46,0,0,9240,"(Linnaeus, 1758)",NA,"Mexican Flying Squirrel, Southern Flying Squirrel",NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Glauconycteris_argentata,CHIROPTERA,VESPERTILIONIDAE,Glauconycteris,argentata,Terrestrial,wild,6,2,1,0,44790,"(Dobson, 1875)",Chalinolobus argentatus,Silvered Bat,NA,NA,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Glis_glis,RODENTIA,GLIRIDAE,Glis,glis,Terrestrial,wild,552,38,1,1,39316,"(Linnaeus, 1766)",Myoxus glis  |Myoxus glis  |Myoxus glis,"Edible Dormouse, Fat Dormouse",Loir Gris,Lir_n Gris,LC,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Globicephala_melas,CETARTIODACTYLA,DELPHINIDAE,Globicephala,melas,Marine,wild,248,30,1,0,9250,"(Traill, 1809)",Globicephala edwardii  |Globicephala edwardii  |Globicephala edwardii  |Globicephala leucosagmaphora  |Globicephala leucosagmaphora  |Globicephala leucosagmaphora  |Globicephala melaena  |Globicephala melaena  |Globicephala melaena,Long-finned Pilot Whale,"Globic_phale Commun, globic_phale noir, dauphin pilote","Calder_n Negro, calder_n com_n, ballena piloto, Caldr_n Negro",DD,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Glossophaga_commissarisi,CHIROPTERA,PHYLLOSTOMIDAE,Glossophaga,commissarisi,Terrestrial,wild,33,2,0,0,9273,"Gardner, 1962",NA,Commissaris's Long-tongued Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Glossophaga_longirostris,CHIROPTERA,PHYLLOSTOMIDAE,Glossophaga,longirostris,Terrestrial,wild,37,4,0,0,9275,"Miller, 1898",NA,Miller's Long-tongued Bat,NA,NA,DD,NA,3.1,2008,unknown,,,,,,,,,,,,,,
Glossophaga_morenoi,CHIROPTERA,PHYLLOSTOMIDAE,Glossophaga,morenoi,Terrestrial,wild,15,0,0,1,9276,"Martinez & Villa, 1938",NA,Western Long-tongued Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Glossophaga_soricina,CHIROPTERA,PHYLLOSTOMIDAE,Glossophaga,soricina,Terrestrial,wild,237,36,0,1,9277,"(Pallas, 1766)",NA,Pallas's Long-tongued Bat,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Gorilla_beringei,PRIMATES,HOMINIDAE,Gorilla,beringei,Terrestrial,wild,495,49,1,0,39994,"Matschie, 1903",NA,"Eastern Gorilla, Mountain Gorilla",NA,NA,EN,A4abcd,3.1,2008,decreasing,,,,,,,,,,,,,,
Gorilla_gorilla,PRIMATES,HOMINIDAE,Gorilla,gorilla,Terrestrial,wild,2396,301,1,0,9404,"(Savage, 1847)",NA,"Lowland Gorilla, Western Gorilla",Gorille,Gorila,CR,A4cde,3.1,2008,decreasing,,,,,,,,,,,,,,
Graomys_griseoflavus,RODENTIA,CRICETIDAE,Graomys,griseoflavus,Terrestrial,wild,68,12,0,0,9467,"(Waterhouse, 1837)",NA,Gray Leaf-eared Mouse,NA,NA,LC,NA,3.1,2008,stable,,,,,,,,,,,,,,
Halichoerus_grypus,CARNIVORA,PHOCIDAE,Halichoerus,grypus,Marine,wild,1469,194,1,0,9660,"(Fabricius, 1791)",NA,"Gray Seal, Grey Seal",PHOQUE GRIS,FOCA GRIS,LC,NA,3.1,2008,increasing,,,,,,,,,,,,,,
